1692438603871175,0.0
1692438603891138,0.265
1692438603896972,0.284167
1692438603906972,0.265
1692438603916971,0.293333
1692438603926971,0.3025
1692438603936971,0.265
1692438603946973,0.274167
1692438603956973,0.255833
1692438603967047,0.274167
1692438603976972,0.275
1692438603986970,0.265
1692438603996971,0.265
1692438604006970,0.284167
1692438604016970,0.255833
1692438604026970,0.284167
1692438604036970,0.283333
1692438604046970,0.284167
1692438604056970,0.284167
1692438604066971,0.264167
1692438604076970,0.265
1692438604086970,0.284167
1692438604097198,0.275
1692438604106974,0.284167
1692438604116973,0.265
1692438604126972,0.265833
1692438604136973,0.284167
1692438604147163,0.294167
1692438604156972,0.293333
1692438604166972,0.284167
1692438604176973,0.245833
1692438604186972,0.285
1692438604196972,0.265833
1692438604206972,0.294167
1692438604216973,0.255
1692438604226972,0.294167
1692438604236973,0.246667
1692438604246973,0.265
1692438604256972,0.284167
1692438604266973,0.285
1692438604276973,0.265
1692438604286973,0.285
1692438604296972,0.275
1692438604306973,0.265
1692438604316973,0.275
1692438604326972,0.265833
1692438604336972,0.265
1692438604347031,0.275
1692438604356976,0.255833
1692438604367079,0.246667
1692438604376973,0.275833
1692438604387026,0.246667
1692438604396974,0.256667
1692438604406974,0.265833
1692438604416973,0.266667
1692438604426974,0.275833
1692438604436973,0.255833
1692438604446973,0.265833
1692438604456973,0.275
1692438604467002,0.285
1692438604476973,0.275833
1692438604486974,0.265833
1692438604496973,0.285
1692438604506974,0.256667
1692438604516973,0.284167
1692438604526973,0.255833
1692438604536973,0.255833
1692438604546974,0.228333
1692438604556974,0.2375
1692438604566973,0.303333
1692438604576973,0.256667
1692438604586973,0.256667
1692438604597048,0.256667
1692438604606972,0.275
1692438604616973,0.265833
1692438604626973,0.2275
1692438604636973,0.2375
1692438604646973,0.2375
1692438604656973,0.246667
1692438604666972,0.246667
1692438604676973,0.256667
1692438604686973,0.265833
1692438604696974,0.219167
1692438604706974,0.246667
1692438604716974,0.255833
1692438604726974,0.265833
1692438604736973,0.275833
1692438604746973,0.285
1692438604756973,0.246667
1692438604766972,0.255833
1692438604776974,0.246667
1692438604786972,0.238333
1692438604796973,0.2475
1692438604806973,0.275
1692438604816973,0.256667
1692438604826973,0.255833
1692438604836973,0.256667
1692438604847032,0.256667
1692438604856974,0.256667
1692438604866974,0.265833
1692438604876983,0.256667
1692438604887012,0.256667
1692438604896973,0.2375
1692438604906973,0.246667
1692438604916975,0.256667
1692438604926973,0.265833
1692438604936991,0.256667
1692438604946974,0.265833
1692438604956974,0.2375
1692438604966974,0.256667
1692438604976973,0.228333
1692438604986974,0.209167
1692438604996973,0.256667
1692438605006974,0.2375
1692438605016973,0.2375
1692438605026974,0.256667
1692438605036972,0.2475
1692438605046972,0.256667
1692438605056973,0.265833
1692438605066973,0.246667
1692438605076973,0.218333
1692438605086974,0.256667
1692438605097044,0.246667
1692438605106972,0.265833
1692438605116973,0.275833
1692438605126972,0.256667
1692438605136972,0.256667
1692438605147128,0.275
1692438605156971,0.2475
1692438605166973,0.265833
1692438605177050,0.265833
1692438605186973,0.2475
1692438605196973,0.266667
1692438605206973,0.246667
1692438605216973,0.2475
1692438605226971,0.2475
1692438605236972,0.265833
1692438605246973,0.246667
1692438605256971,0.265833
1692438605266973,0.2475
1692438605276973,0.256667
1692438605286974,0.2375
1692438605296973,0.2475
1692438605306973,0.246667
1692438605316973,0.256667
1692438605326973,0.2475
1692438605336971,0.266667
1692438605347032,0.265833
1692438605356973,0.265833
1692438605367054,0.2375
1692438605376972,0.256667
1692438605387026,0.265833
1692438605396972,0.265833
1692438605406973,0.256667
1692438605416973,0.285
1692438605426974,0.266667
1692438605436996,0.2375
1692438605446975,0.265833
1692438605456973,0.255833
1692438605466973,0.238333
1692438605476974,0.285
1692438605486973,0.2375
1692438605496974,0.256667
1692438605506974,0.2575
1692438605516973,0.275833
1692438605526974,0.2475
1692438605536973,0.256667
1692438605546974,0.265833
1692438605556973,0.2475
1692438605566974,0.265833
1692438605576974,0.2475
1692438605586974,0.2475
1692438605597058,0.265833
1692438605606974,0.256667
1692438605616974,0.2475
1692438605626973,0.256667
1692438605636973,0.285
1692438605646974,0.2575
1692438605656973,0.2375
1692438605666973,0.284167
1692438605676972,0.266667
1692438605686972,0.256667
1692438605696973,0.275833
1692438605706973,0.2575
1692438605716973,0.256667
1692438605726974,0.275833
1692438605736972,0.246667
1692438605746973,0.228333
1692438605756973,0.275833
1692438605766973,0.256667
1692438605776972,0.256667
1692438605787073,0.265833
1692438605796974,0.2375
1692438605806973,0.228333
1692438605816972,0.275833
1692438605826973,0.275833
1692438605836972,0.2475
1692438605847032,0.246667
1692438605856973,0.256667
1692438605866973,0.209167
1692438605876973,0.265833
1692438605887011,0.265833
1692438605896972,0.246667
1692438605906972,0.265833
1692438605916973,0.246667
1692438605926973,0.228333
1692438605936973,0.2475
1692438605946972,0.275
1692438605956973,0.219167
1692438605966972,0.2475
1692438605976974,0.2475
1692438605986973,0.238333
1692438605996972,0.2475
1692438606006974,0.256667
1692438606016974,0.2475
1692438606026974,0.256667
1692438606036974,0.2375
1692438606046973,0.2475
1692438606056973,0.228333
1692438606066973,0.266667
1692438606076973,0.2
1692438606086972,0.265833
1692438606097044,0.246667
1692438606106973,0.228333
1692438606116974,0.266667
1692438606126973,0.256667
1692438606136973,0.228333
1692438606147129,0.238333
1692438606156973,0.266667
1692438606166974,0.2475
1692438606176974,0.2375
1692438606186973,0.256667
1692438606196974,0.2475
1692438606206973,0.238333
1692438606216973,0.285
1692438606226973,0.2375
1692438606236973,0.2375
1692438606246973,0.2375
1692438606256973,0.238333
1692438606266973,0.2375
1692438606276973,0.256667
1692438606286972,0.2475
1692438606296974,0.219167
1692438606306995,0.228333
1692438606316973,0.238333
1692438606326973,0.209167
1692438606336972,0.238333
1692438606347032,0.218333
1692438606356972,0.238333
1692438606367050,0.265833
1692438606376980,0.228333
1692438606387017,0.238333
1692438606396973,0.256667
1692438606406973,0.238333
1692438606416973,0.238333
1692438606426972,0.2475
1692438606436973,0.2475
1692438606446973,0.228333
1692438606456973,0.266667
1692438606466973,0.21
